#ID	4UW.C077	4CW.C084	2UC.C091	3UC.C066	3CC.C081	3CC.C116	4UW.C128	3CC.C086	1CC.C156	4UW.C144	1CW.C089	1CC.C085	1CW.C096	5UW.C070	5CC.C161	5CW.C132	5CW.C075	2UW.C100	3CW.C090	6CW.C145	5CW.C088	5CC.C157	4UC.C159	2UC.C074	6CC.C134	6UC.C131	2UW.C126	4CW.C130	1UW.C153	2UC.C093	2CC.C154	3CW.C151	1CC.C082	6UC.C083	6UW.C095	2CW.C160	4CC.C150	1CW.C136	4CC.C125	2UW.C147	4UC.C099	2CC.C139	6UC.C079	3UW.C101	3UC.C140	5UC.C162	1UC.C141	1UC.C149	3CW.C102	6CW.C137	6CC.C026	3UW.C143	5UW.C098	6UW.C127	5UC.C146	6UW.C158	taxonomy
759250	7	9	3	14	29	28	12	21	4	6	12	6	2	0	0	0	0	8	15	1	0	0	6	15	6	3	1	3	7	21	10	16	7	2	12	7	3	5	6	5	2	5	1	4	10	1	1	8	7	0	1	9	0	0	0	0	k__Bacteria;  p__Acidobacteria;  c__Chloracidobacteria;  o__;  f__;  g__;  s__
550664	23	22	5	1	8	8	7	8	3	5	6	9	2	1	0	0	1	5	13	0	1	0	3	30	4	8	4	15	4	24	0	3	12	3	4	5	3	1	2	9	7	4	5	6	2	2	11	21	4	1	4	9	2	1	0	1	k__Bacteria;  p__Actinobacteria;  c__Thermoleophilia;  o__Gaiellales;  f__Gaiellaceae;  g__;  s__
19731	18	7	2	2	2	10	14	1	6	12	13	12	6	3	2	1	0	9	8	7	2	5	8	4	2	1	20	5	17	7	2	5	7	1	24	4	14	1	9	7	2	0	1	6	2	2	4	4	6	3	3	4	1	3	2	9	k__Bacteria;  p__Actinobacteria;  c__Thermoleophilia;  o__Solirubrobacterales;  f__;  g__;  s__
254115	13	8	7	16	2	23	5	6	4	7	18	8	6	0	0	0	0	3	8	1	0	0	8	30	2	2	2	3	6	36	5	7	12	1	0	0	9	1	9	3	1	1	1	2	13	2	1	4	10	0	0	2	0	0	0	0	k__Bacteria;  p__Acidobacteria;  c__Chloracidobacteria;  o__;  f__;  g__;  s__
148846	12	3	0	9	6	5	5	7	1	9	14	4	2	6	4	12	12	2	3	4	4	9	1	3	2	6	5	2	3	1	2	4	3	8	15	1	17	3	6	7	10	3	2	15	6	12	1	2	1	3	6	1	7	6	3	2	k__Bacteria;  p__Actinobacteria;  c__Thermoleophilia;  o__Solirubrobacterales;  f__Solirubrobacteraceae;  g__Solirubrobacter;  s__
338471	4	7	3	17	1	13	2	6	9	7	24	8	4	0	0	0	0	9	8	0	0	2	6	18	2	2	1	3	10	19	4	8	5	2	0	0	4	4	7	1	3	3	7	5	18	1	0	4	10	3	1	2	2	1	1	1	k__Bacteria;  p__Acidobacteria;  c__Chloracidobacteria;  o__;  f__;  g__;  s__
1119087	3	1	5	3	12	19	0	7	12	5	9	5	5	1	2	1	2	2	2	0	0	2	0	25	0	0	10	1	22	21	3	2	12	1	15	8	3	3	2	3	3	2	3	5	1	1	3	4	4	0	2	6	2	0	0	4	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Aeromonadales;  f__Aeromonadaceae;  g__;  s__
236375	1	1	22	1	0	3	1	3	1	2	15	9	10	3	19	12	1	9	2	0	8	1	2	21	4	1	0	3	12	16	3	0	5	1	3	4	0	4	3	7	3	1	5	12	0	1	6	5	2	1	3	1	2	1	2	1	k__Bacteria;  p__Actinobacteria;  c__Actinobacteria;  o__Micrococcales;  f__;  g__;  s__
235293	7	4	3	0	2	7	4	2	2	2	9	13	10	6	2	7	13	2	8	1	4	5	3	15	4	2	2	3	9	20	4	3	8	5	2	8	1	6	4	2	1	3	2	4	2	6	0	4	5	3	5	0	6	0	1	2	k__Bacteria;  p__Actinobacteria;  c__Thermoleophilia;  o__Solirubrobacterales;  f__;  g__;  s__
153320	1	1	1	2	6	1	0	0	0	0	6	1	1	23	8	4	18	2	1	3	9	15	0	12	4	1	0	9	0	10	1	0	1	13	6	1	2	3	1	0	2	0	1	0	0	17	0	0	0	12	19	0	9	9	7	10	k__Bacteria;  p__Verrucomicrobia;  c__[Spartobacteria];  o__[Chthoniobacterales];  f__[Chthoniobacteraceae];  g__DA101;  s__
573135	6	1	0	3	4	9	1	3	0	6	3	6	2	14	4	8	16	4	1	2	12	2	5	4	2	2	4	4	4	1	2	0	2	2	8	4	1	0	3	1	11	1	8	3	1	4	10	1	2	7	3	4	8	2	14	7	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhizobiales;  f__Bradyrhizobiaceae;  g__Bradyrhizobium;  s__
566193	18	12	1	3	13	8	10	8	5	3	2	3	2	4	1	0	1	6	4	0	2	2	4	14	1	1	1	4	8	9	0	1	8	0	4	2	9	2	8	1	11	0	1	4	3	0	7	10	2	2	0	4	2	4	0	0	k__Bacteria;  p__Actinobacteria;  c__Thermoleophilia;  o__Solirubrobacterales;  f__Solirubrobacteraceae;  g__;  s__
249928	3	5	0	1	3	14	9	16	7	12	2	2	2	3	0	0	4	3	4	3	0	1	1	2	6	8	3	12	1	5	13	4	7	22	5	1	0	0	4	4	4	1	2	7	2	2	0	6	0	3	2	2	0	2	2	0	k__Bacteria;  p__Actinobacteria;  c__Thermoleophilia;  o__Gaiellales;  f__Gaiellaceae;  g__;  s__
240715	40	2	0	2	8	8	19	1	0	6	2	7	0	0	3	5	4	5	2	0	2	0	4	2	3	7	0	10	3	2	0	3	4	6	1	3	6	2	10	2	2	2	3	10	2	1	0	0	2	1	5	2	3	6	1	0	k__Bacteria;  p__Actinobacteria;  c__Thermoleophilia;  o__Solirubrobacterales;  f__;  g__;  s__
237257	1	1	2	13	9	6	0	6	0	3	18	2	13	2	2	0	2	3	18	0	0	1	5	15	2	2	1	6	8	7	0	2	5	1	2	0	3	5	1	2	3	4	0	21	7	0	2	3	8	0	0	2	0	1	0	1	k__Bacteria;  p__Chloroflexi;  c__Anaerolineae;  o__envOPS12;  f__;  g__;  s__
953685	11	7	1	1	4	8	8	3	1	3	5	4	1	5	2	5	1	2	3	0	8	6	0	0	5	1	1	6	8	7	1	0	5	2	12	1	3	3	2	4	8	0	1	5	1	2	4	10	0	3	5	1	7	0	5	10	k__Bacteria;  p__Actinobacteria;  c__Thermoleophilia;  o__Solirubrobacterales;  f__Solirubrobacteraceae;  g__;  s__
324305	0	0	4	2	3	3	0	4	1	0	38	7	30	0	0	0	0	1	4	2	0	0	0	21	0	0	3	1	18	21	2	1	6	0	0	6	0	16	1	7	0	2	0	3	0	0	0	0	2	0	1	0	0	0	0	0	k__Bacteria;  p__Acidobacteria;  c__Chloracidobacteria;  o__;  f__;  g__;  s__
235943	12	16	6	0	6	6	5	3	2	2	5	8	5	3	0	1	1	5	3	0	2	0	0	6	1	1	3	8	8	4	5	2	4	2	10	1	9	0	6	2	7	3	2	1	6	3	1	5	0	0	2	1	1	1	0	3	k__Bacteria;  p__Actinobacteria;  c__Thermoleophilia;  o__Solirubrobacterales;  f__Solirubrobacteraceae;  g__;  s__
555033	0	4	0	15	7	28	2	6	12	0	7	13	1	0	0	1	0	2	5	0	3	0	3	0	0	2	0	4	19	0	0	2	12	0	1	0	0	2	0	0	1	1	0	11	4	0	6	8	6	0	0	6	2	0	0	0	k__Bacteria;  p__Actinobacteria;  c__Actinobacteria;  o__Actinomycetales;  f__;  g__;  s__
526161	7	10	1	3	12	11	5	5	6	7	2	5	1	1	1	4	1	4	8	0	0	0	1	9	1	2	1	2	6	12	5	1	11	6	1	5	2	0	0	6	4	1	1	4	3	3	3	4	2	0	0	3	1	0	1	1	k__Bacteria;  p__Actinobacteria;  c__Acidimicrobiia;  o__Acidimicrobiales;  f__C111;  g__;  s__
221396	1	2	0	1	6	2	1	2	2	3	3	1	3	12	3	2	4	1	3	2	7	10	0	5	7	3	0	1	5	5	1	2	8	12	6	2	5	2	1	2	1	0	3	3	3	4	2	1	3	3	4	1	9	2	8	5	k__Bacteria;  p__Actinobacteria;  c__Thermoleophilia;  o__Solirubrobacterales;  f__;  g__;  s__
265043	1	2	0	3	0	0	0	0	1	1	1	1	1	13	6	4	22	0	2	7	17	13	0	1	2	4	0	2	1	2	0	0	1	9	8	0	1	1	0	0	4	0	7	5	1	13	0	1	0	1	2	0	11	6	4	4	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhizobiales;  f__Hyphomicrobiaceae;  g__Rhodoplanes;  s__
250330	0	2	5	1	5	7	3	1	2	1	0	10	0	2	0	2	6	5	5	0	3	2	0	13	3	2	1	0	5	6	4	3	4	11	2	6	0	1	1	1	1	1	6	4	2	5	1	5	3	1	7	3	1	4	1	5	k__Bacteria;  p__Actinobacteria;  c__MB-A2-108;  o__0319-7L14;  f__;  g__;  s__
204366	2	3	1	13	5	15	4	11	1	0	7	4	3	0	0	0	0	11	0	0	0	0	2	20	0	1	2	4	3	8	0	4	0	1	1	5	2	1	0	3	2	2	2	8	8	0	2	4	5	1	0	1	0	2	0	0	k__Bacteria;  p__Bacteroidetes;  c__Sphingobacteriia;  o__Sphingobacteriales;  f__Chitinophagaceae;  g__;  s__
342254	6	4	1	9	14	7	4	8	1	2	8	2	2	1	0	0	1	6	4	0	2	0	1	7	2	2	1	3	3	3	0	1	6	1	4	5	4	1	1	0	0	2	3	15	5	0	2	2	2	0	3	10	0	1	0	0	k__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Xanthomonadales;  f__Sinobacteraceae;  g__;  s__
513933	2	3	0	2	7	6	3	3	4	4	1	5	2	0	0	5	1	4	1	1	2	0	1	6	0	2	2	0	7	9	3	7	7	3	10	3	2	4	0	11	2	3	1	8	5	0	3	3	5	2	1	5	0	0	0	1	k__Bacteria;  p__Proteobacteria;  c__Deltaproteobacteria;  o__Syntrophobacterales;  f__Syntrophobacteraceae;  g__;  s__
1113192	1	0	0	0	0	0	0	0	0	1	0	0	0	29	7	1	3	0	0	4	12	22	2	0	1	0	0	0	1	0	1	0	0	14	10	0	0	0	0	0	0	0	2	0	0	12	0	1	0	7	4	0	5	10	17	4	k__Bacteria;  p__Verrucomicrobia;  c__[Spartobacteria];  o__[Chthoniobacterales];  f__[Chthoniobacteraceae];  g__DA101;  s__
333958	15	3	8	3	6	9	2	8	3	2	1	11	2	0	0	0	0	4	2	0	0	0	2	5	1	1	4	4	2	10	1	1	10	0	5	4	4	1	6	0	4	0	0	3	6	0	3	5	3	0	0	5	0	0	0	0	k__Bacteria;  p__Proteobacteria;  c__Betaproteobacteria;  o__MND1;  f__;  g__;  s__
240122	2	0	0	0	5	8	1	0	12	2	4	5	1	9	6	1	6	1	2	5	5	8	0	2	2	4	2	0	4	2	0	1	1	2	1	0	3	4	1	4	1	3	2	3	1	3	3	5	1	3	5	1	8	2	11	0	k__Bacteria;  p__Actinobacteria;  c__Thermoleophilia;  o__Solirubrobacterales;  f__;  g__;  s__
340160	3	2	3	8	4	9	2	13	0	1	3	4	0	1	1	2	0	4	6	0	1	1	1	8	3	0	0	1	2	8	0	1	9	1	5	0	2	0	14	1	5	2	0	1	11	1	1	1	3	0	1	4	4	2	4	3	k__Bacteria;  p__Acidobacteria;  c__Chloracidobacteria;  o__;  f__;  g__;  s__
577182	2	7	2	7	3	17	2	7	2	1	8	2	4	0	0	3	0	5	3	0	0	0	0	4	0	0	0	0	1	21	2	1	6	0	0	2	0	16	0	1	1	3	0	10	7	0	2	9	3	0	0	2	0	0	0	0	k__Bacteria;  p__Planctomycetes;  c__Planctomycetia;  o__Pirellulales;  f__Pirellulaceae;  g__;  s__
549954	10	3	0	3	3	0	3	3	0	2	0	3	2	2	1	1	1	12	4	2	3	1	2	0	3	5	0	2	6	0	0	6	5	10	8	4	6	0	3	0	2	1	10	0	1	2	1	3	4	2	5	6	1	3	0	2	k__Bacteria;  p__Chloroflexi;  c__Thermomicrobia;  o__JG30-KF-CM45;  f__;  g__;  s__
527565	0	1	1	10	8	23	4	22	5	2	1	5	2	1	0	0	0	4	4	0	0	0	0	8	0	0	1	2	1	9	0	1	1	2	4	5	3	2	1	2	3	4	0	3	5	0	1	1	2	0	0	4	0	3	0	0	k__Bacteria;  p__Bacteroidetes;  c__Sphingobacteriia;  o__Sphingobacteriales;  f__Flammeovirgaceae;  g__A4;  s__
246532	2	2	0	6	2	4	2	4	5	1	3	3	1	3	2	5	4	3	4	1	9	2	1	4	7	2	2	0	3	8	4	3	2	3	3	2	4	2	2	1	3	3	5	3	9	2	0	1	2	0	3	1	5	0	0	1	k__Bacteria;  p__Acidobacteria;  c__Chloracidobacteria;  o__;  f__;  g__;  s__
248032	2	5	0	1	4	9	0	4	0	2	2	1	3	11	2	4	6	0	0	4	9	3	1	3	7	2	0	1	1	3	0	0	1	10	2	0	0	0	0	0	0	0	7	0	1	8	0	0	4	10	2	2	5	9	5	3	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhizobiales;  f__Hyphomicrobiaceae;  g__;  s__
90580	4	0	4	3	8	18	1	8	1	1	0	4	3	4	1	0	7	0	4	0	2	2	0	10	3	6	0	1	6	1	1	4	7	1	1	2	3	0	0	6	2	1	1	10	3	1	0	0	4	0	3	2	2	1	0	2	k__Bacteria;  p__Acidobacteria;  c__Chloracidobacteria;  o__;  f__;  g__;  s__
235593	0	3	1	2	3	3	0	0	2	4	0	18	4	0	0	0	0	0	4	1	1	0	0	10	0	0	5	6	4	9	6	7	10	2	17	1	1	3	1	3	0	3	1	8	0	0	4	2	5	0	1	1	0	0	1	0	k__Bacteria;  p__Actinobacteria;  c__;  o__;  f__;  g__;  s__
319263	4	3	2	5	9	7	2	8	5	0	5	7	1	0	0	0	0	2	3	0	0	0	3	10	1	4	2	2	2	8	0	6	3	2	0	4	0	2	1	4	2	2	6	5	4	0	6	3	2	0	0	3	0	5	0	2	k__Bacteria;  p__Acidobacteria;  c__Acidobacteria-6;  o__iii1-15;  f__;  g__;  s__
101071	3	3	0	0	0	0	5	0	0	14	0	0	0	0	0	0	0	4	1	0	1	0	17	4	0	0	1	7	0	2	0	1	0	0	29	1	17	0	17	0	18	0	2	3	1	0	0	0	4	0	0	1	0	0	0	0	k__Archaea;  p__Crenarchaeota;  c__Thaumarchaeota;  o__Nitrososphaerales;  f__Nitrososphaeraceae;  g__Candidatus Nitrososphaera;  s__SCA1170
540349	5	1	0	5	3	7	5	1	2	5	7	6	5	0	0	0	0	5	4	0	0	0	2	8	0	0	1	1	3	10	2	3	5	0	7	1	2	4	15	2	4	1	0	12	5	0	1	0	3	0	0	2	0	0	0	0	k__Archaea;  p__Crenarchaeota;  c__Thaumarchaeota;  o__Nitrososphaerales;  f__Nitrososphaeraceae;  g__Candidatus Nitrososphaera;  s__SCA1145
137784	0	0	2	1	5	10	0	6	2	0	16	4	1	0	0	7	2	0	2	2	3	0	3	7	1	1	1	1	9	11	1	6	4	10	1	0	1	4	0	3	0	2	1	2	1	4	2	2	2	4	3	0	0	1	1	1	k__Bacteria;  p__Cyanobacteria;  c__Chloroplast;  o__Streptophyta;  f__;  g__;  s__
250590	2	1	4	2	1	4	0	2	1	4	1	6	2	3	7	1	1	5	8	0	4	4	0	9	2	3	1	0	1	11	3	2	7	3	2	3	0	1	3	4	0	0	5	4	0	2	2	6	2	0	0	8	5	0	0	0	k__Bacteria;  p__Actinobacteria;  c__Actinobacteria;  o__Actinomycetales;  f__;  g__;  s__
257217	0	2	3	0	0	0	0	1	0	1	2	0	0	5	4	4	2	0	0	2	6	9	2	3	5	2	1	2	1	3	3	0	0	4	14	4	0	0	0	1	0	0	5	0	0	17	0	0	0	4	12	1	6	2	11	8	k__Bacteria;  p__Actinobacteria;  c__Thermoleophilia;  o__Gaiellales;  f__Gaiellaceae;  g__;  s__
245219	0	0	2	0	0	0	0	0	0	0	9	0	4	10	2	8	7	0	0	5	3	8	1	10	3	2	1	1	1	6	1	0	1	1	10	1	0	0	0	0	3	1	1	1	1	13	1	1	1	7	1	2	6	2	11	0	k__Bacteria;  p__Verrucomicrobia;  c__[Spartobacteria];  o__[Chthoniobacterales];  f__[Chthoniobacteraceae];  g__DA101;  s__
265094	1	0	0	2	0	14	5	7	0	0	1	3	3	9	7	2	2	3	1	6	12	1	0	0	0	0	2	0	2	3	0	0	3	2	9	0	2	1	0	2	5	0	3	1	1	0	1	2	2	0	4	2	3	7	7	5	k__Bacteria;  p__Actinobacteria;  c__Actinobacteria;  o__Actinomycetales;  f__Micromonosporaceae;  g__Micromonospora;  s__
253167	0	2	0	1	5	1	0	0	0	0	1	0	1	18	5	10	8	0	0	5	5	9	0	0	7	5	0	1	1	2	0	0	0	1	3	0	0	0	0	0	0	1	1	0	0	17	0	2	0	5	2	0	8	5	11	4	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhizobiales;  f__Hyphomicrobiaceae;  g__;  s__
305064	1	4	2	3	1	9	3	2	5	1	2	2	3	2	0	0	0	2	1	0	0	1	4	16	0	0	2	0	7	16	4	1	1	1	10	2	4	1	2	2	3	2	1	1	10	0	0	4	0	2	0	1	0	4	0	1	k__Bacteria;  p__Bacteroidetes;  c__Sphingobacteriia;  o__Sphingobacteriales;  f__Chitinophagaceae;  g__;  s__
4033824	3	6	0	1	0	5	6	3	6	0	4	3	1	0	0	0	0	3	0	0	0	0	7	2	0	1	0	1	12	16	1	1	7	0	13	13	0	1	1	2	5	2	0	5	0	0	1	2	3	0	0	5	0	4	0	0	k__Bacteria;  p__Proteobacteria;  c__Betaproteobacteria;  o__MND1;  f__;  g__;  s__
2340507	4	0	3	7	13	8	2	3	5	3	6	3	3	1	0	1	2	4	4	0	3	1	0	4	1	10	0	2	0	3	0	0	4	3	6	1	2	2	3	0	1	0	4	5	2	0	2	2	5	0	2	2	1	1	0	1	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhizobiales;  f__Hyphomicrobiaceae;  g__Pedomicrobium;  s__
1624	0	0	0	0	1	0	0	0	0	0	0	0	0	4	16	12	7	0	0	8	9	0	0	0	9	0	0	0	1	0	0	0	0	4	18	0	0	0	0	0	0	0	4	0	0	18	0	0	0	6	12	0	7	3	5	1	k__Bacteria;  p__Verrucomicrobia;  c__[Spartobacteria];  o__[Chthoniobacterales];  f__[Chthoniobacteraceae];  g__DA101;  s__
509965	2	2	1	3	7	10	1	2	3	0	2	1	1	1	0	1	1	8	4	1	6	4	1	3	1	5	6	2	3	1	2	4	4	8	3	2	4	2	2	0	2	0	5	2	2	1	0	2	1	2	1	2	6	2	3	0	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhizobiales;  f__Hyphomicrobiaceae;  g__;  s__
1120210	4	0	4	0	2	2	2	1	2	0	2	4	5	5	2	4	3	4	11	2	14	0	0	3	12	1	0	5	7	2	1	0	2	2	5	1	2	0	0	0	1	1	10	0	0	2	0	0	1	1	5	1	4	0	1	1	k__Bacteria;  p__Acidobacteria;  c__Chloracidobacteria;  o__;  f__;  g__;  s__
856940	5	8	2	0	0	2	2	0	2	1	2	1	1	8	1	2	1	0	5	3	7	1	3	0	16	0	1	4	0	2	1	2	0	10	4	0	0	0	0	3	3	2	2	2	1	10	0	0	1	1	5	4	3	3	2	1	k__Bacteria;  p__Actinobacteria;  c__Thermoleophilia;  o__Gaiellales;  f__Gaiellaceae;  g__;  s__
509116	3	2	1	0	2	0	5	0	0	0	0	1	0	13	3	4	8	0	0	4	8	2	2	3	3	2	0	4	4	0	0	1	1	5	6	0	0	0	2	0	0	5	5	0	0	1	1	4	0	2	4	0	10	3	4	12	k__Bacteria;  p__Actinobacteria;  c__Thermoleophilia;  o__Gaiellales;  f__Gaiellaceae;  g__;  s__
580497	12	7	2	0	0	17	0	1	5	0	11	1	7	0	0	4	2	2	3	0	0	0	2	4	0	1	1	6	4	10	2	0	2	2	4	1	3	3	2	1	1	1	2	1	0	0	3	2	4	0	1	0	0	1	0	1	k__Bacteria;  p__Actinobacteria;  c__Thermoleophilia;  o__Gaiellales;  f__Gaiellaceae;  g__;  s__
241125	1	7	0	3	3	2	0	0	0	0	1	16	6	1	0	1	1	11	3	6	0	3	0	6	1	3	5	4	2	1	3	2	3	2	7	3	2	0	4	3	0	4	0	3	4	0	2	0	0	1	4	0	1	0	2	2	k__Bacteria;  p__Actinobacteria;  c__Rubrobacteria;  o__Rubrobacterales;  f__Rubrobacteraceae;  g__Rubrobacter;  s__
154017	1	9	0	0	2	1	0	0	0	0	0	0	0	10	11	5	7	0	0	2	22	6	0	0	3	2	0	3	0	0	0	1	0	7	2	0	1	0	1	0	0	0	5	0	0	10	0	0	1	1	1	0	14	2	6	2	k__Bacteria;  p__Actinobacteria;  c__Thermoleophilia;  o__Solirubrobacterales;  f__Patulibacteraceae;  g__;  s__
243088	6	0	7	5	4	6	1	3	1	1	6	2	3	0	0	1	3	4	1	1	1	1	0	12	4	1	2	1	0	11	2	2	0	1	2	9	0	5	2	7	0	1	0	2	3	0	2	2	1	1	1	0	3	0	0	2	k__Bacteria;  p__Actinobacteria;  c__Actinobacteria;  o__;  f__;  g__;  s__
246459	12	10	2	0	3	6	3	1	1	5	2	1	4	0	0	0	0	3	0	0	0	0	6	14	0	3	0	2	2	4	3	3	5	1	4	4	4	0	1	0	5	4	0	2	5	3	0	0	5	0	0	0	0	0	0	3	k__Bacteria;  p__Actinobacteria;  c__Thermoleophilia;  o__Gaiellales;  f__Gaiellaceae;  g__;  s__
249736	2	2	4	2	7	16	4	3	1	2	1	8	1	0	0	1	0	0	2	0	0	0	1	16	0	0	0	0	3	12	3	1	8	0	0	1	0	6	1	1	0	1	0	2	2	1	2	14	2	0	0	2	0	0	0	0	k__Bacteria;  p__Proteobacteria;  c__Betaproteobacteria;  o__;  f__;  g__;  s__
245896	9	3	0	1	3	13	6	5	1	6	2	10	2	0	0	0	1	3	6	0	0	0	3	7	0	3	2	1	2	1	1	1	0	2	10	1	2	7	1	1	2	0	1	4	1	0	0	1	4	1	1	2	1	0	0	0	k__Bacteria;  p__Actinobacteria;  c__Thermoleophilia;  o__Gaiellales;  f__Gaiellaceae;  g__;  s__
1096572	8	3	0	1	5	6	6	8	2	2	17	0	3	1	0	1	0	10	0	0	0	0	4	8	0	2	1	10	1	11	0	0	2	0	0	1	2	1	0	1	3	0	0	1	2	0	1	1	3	0	1	3	0	1	0	0	k__Bacteria;  p__Actinobacteria;  c__Thermoleophilia;  o__Gaiellales;  f__Gaiellaceae;  g__;  s__
249891	2	1	2	6	7	4	1	12	1	1	2	6	2	0	0	0	2	2	4	0	4	0	8	1	1	2	1	0	5	4	1	3	2	4	4	1	1	1	0	1	0	1	4	4	0	2	1	6	0	4	3	3	0	2	0	4	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhodospirillales;  f__;  g__;  s__
1134968	5	1	0	2	12	7	5	6	3	6	0	3	5	2	0	1	0	2	2	2	1	0	5	5	1	2	2	3	2	8	2	1	1	0	3	3	5	2	2	2	2	1	1	3	1	0	2	2	1	1	0	1	1	0	1	2	k__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhizobiales;  f__Hyphomicrobiaceae;  g__Rhodoplanes;  s__
259773	3	1	0	2	4	7	2	2	2	4	4	1	2	1	0	0	0	5	6	1	0	0	2	18	0	2	2	0	12	18	2	1	1	0	3	4	1	2	1	0	0	3	1	3	0	0	2	0	1	0	0	4	0	0	0	1	k__Bacteria;  p__Chloroflexi;  c__Anaerolineae;  o__envOPS12;  f__;  g__;  s__
